season,match_id,team_a,team_b,team_a_score,team_b_score,winner,date,venue,strength_a,strength_b
3,PKL_S3_M109,Dabang Delhi KC,Patna Pirates,34,31,Dabang Delhi KC,2023-04-19,Chennai,0.7820561081293564,0.8478231598763251
3,PKL_S3_M110,U Mumba,Puneri Paltan,37,42,Puneri Paltan,2023-04-20,Haryana,0.7018466602706743,0.7386801031832402
3,PKL_S3_M111,Dabang Delhi KC,Bengal Warriors,39,37,Dabang Delhi KC,2023-04-21,Hyderabad,0.7820561081293564,0.8062349544876803
3,PKL_S3_M112,Telugu Titans,UP Yoddhas,40,32,Telugu Titans,2023-04-22,Bengaluru,0.7149220129605481,0.7182384322752262
3,PKL_S3_M113,Dabang Delhi KC,Haryana Steelers,27,32,Haryana Steelers,2023-04-23,Kolkata,0.7820561081293564,0.7665292200385551
3,PKL_S3_M114,Puneri Paltan,Gujarat Giants,29,42,Gujarat Giants,2023-04-24,Kolkata,0.7386801031832402,0.7431142256809531
3,PKL_S3_M115,Puneri Paltan,Patna Pirates,43,33,Puneri Paltan,2023-04-25,Patna,0.7386801031832402,0.8478231598763251
3,PKL_S3_M116,Patna Pirates,Gujarat Giants,36,40,Gujarat Giants,2023-04-26,Pune,0.8478231598763251,0.7431142256809531
3,PKL_S3_M117,Haryana Steelers,Patna Pirates,42,27,Haryana Steelers,2023-04-27,Patna,0.7665292200385551,0.8478231598763251
3,PKL_S3_M118,Dabang Delhi KC,Puneri Paltan,31,42,Puneri Paltan,2023-04-28,Hyderabad,0.7820561081293564,0.7386801031832402
3,PKL_S3_M119,Haryana Steelers,Bengal Warriors,40,37,Haryana Steelers,2023-04-29,Bengaluru,0.7665292200385551,0.8062349544876803
3,PKL_S3_M120,Bengal Warriors,Haryana Steelers,37,33,Bengal Warriors,2023-04-30,Lucknow,0.8062349544876803,0.7665292200385551
3,PKL_S3_M121,Jaipur Pink Panthers,Puneri Paltan,25,34,Puneri Paltan,2023-05-01,Kolkata,0.7102184503931493,0.7386801031832402
3,PKL_S3_M122,Patna Pirates,Bengaluru Bulls,38,33,Patna Pirates,2023-05-02,Lucknow,0.8478231598763251,0.6815897455950457
3,PKL_S3_M123,Jaipur Pink Panthers,U Mumba,35,25,Jaipur Pink Panthers,2023-05-03,Mumbai,0.7102184503931493,0.7018466602706743
3,PKL_S3_M124,Bengaluru Bulls,Tamil Thalaivas,27,39,Tamil Thalaivas,2023-05-04,Mumbai,0.6815897455950457,0.7338883704836671
3,PKL_S3_M125,Haryana Steelers,Patna Pirates,44,27,Haryana Steelers,2023-05-05,Mumbai,0.7665292200385551,0.8478231598763251
3,PKL_S3_M126,Gujarat Giants,Puneri Paltan,37,35,Gujarat Giants,2023-05-06,Chennai,0.7431142256809531,0.7386801031832402
3,PKL_S3_M127,Tamil Thalaivas,Bengaluru Bulls,37,30,Tamil Thalaivas,2023-05-07,Pune,0.7338883704836671,0.6815897455950457
3,PKL_S3_M128,Dabang Delhi KC,Jaipur Pink Panthers,43,30,Dabang Delhi KC,2023-05-08,Delhi,0.7820561081293564,0.7102184503931493
3,PKL_S3_M129,UP Yoddhas,Dabang Delhi KC,29,43,Dabang Delhi KC,2023-05-09,Mumbai,0.7182384322752262,0.7820561081293564
3,PKL_S3_M130,Puneri Paltan,UP Yoddhas,42,28,Puneri Paltan,2023-05-10,Patna,0.7386801031832402,0.7182384322752262
3,PKL_S3_M131,Gujarat Giants,Telugu Titans,33,36,Telugu Titans,2023-05-11,Lucknow,0.7431142256809531,0.7149220129605481
3,PKL_S3_M132,Jaipur Pink Panthers,Gujarat Giants,34,36,Gujarat Giants,2023-05-12,Bengaluru,0.7102184503931493,0.7431142256809531
4,PKL_S4_M001,Jaipur Pink Panthers,Puneri Paltan,37,37,Jaipur Pink Panthers,2023-01-01,Kolkata,0.7240864890863177,0.7464375554829842
4,PKL_S4_M002,Gujarat Giants,Haryana Steelers,37,34,Haryana Steelers,2023-01-02,Jaipur,0.6835119898116481,0.6795753198553406
4,PKL_S4_M003,Jaipur Pink Panthers,U Mumba,25,41,U Mumba,2023-01-03,Delhi,0.7240864890863177,0.8538947022370759
4,PKL_S4_M004,Tamil Thalaivas,U Mumba,38,35,Tamil Thalaivas,2023-01-04,Ahmedabad,0.6749121478207731,0.8538947022370759
4,PKL_S4_M005,Patna Pirates,Telugu Titans,39,35,Patna Pirates,2023-01-05,Ahmedabad,0.8390164056081244,0.7257701058851037
4,PKL_S4_M006,Telugu Titans,Haryana Steelers,32,38,Haryana Steelers,2023-01-06,Jaipur,0.7257701058851037,0.6795753198553406
4,PKL_S4_M007,Dabang Delhi KC,Patna Pirates,43,37,Dabang Delhi KC,2023-01-07,Mumbai,0.7956633716556678,0.8390164056081244
4,PKL_S4_M008,Patna Pirates,Puneri Paltan,32,27,Patna Pirates,2023-01-08,Haryana,0.8390164056081244,0.7464375554829842
4,PKL_S4_M009,Patna Pirates,Haryana Steelers,25,34,Haryana Steelers,2023-01-09,Haryana,0.8390164056081244,0.6795753198553406
4,PKL_S4_M010,Gujarat Giants,Puneri Paltan,38,36,Gujarat Giants,2023-01-10,Hyderabad,0.6835119898116481,0.7464375554829842
4,PKL_S4_M011,Gujarat Giants,Dabang Delhi KC,38,27,Gujarat Giants,2023-01-11,Ahmedabad,0.6835119898116481,0.7956633716556678
4,PKL_S4_M012,Gujarat Giants,Jaipur Pink Panthers,26,39,Jaipur Pink Panthers,2023-01-12,Patna,0.6835119898116481,0.7240864890863177
4,PKL_S4_M013,Bengaluru Bulls,Haryana Steelers,34,39,Haryana Steelers,2023-01-13,Ahmedabad,0.694853877467402,0.6795753198553406
4,PKL_S4_M014,U Mumba,Bengal Warriors,40,30,U Mumba,2023-01-14,Ahmedabad,0.8538947022370759,0.8378556285755873
4,PKL_S4_M015,Puneri Paltan,Patna Pirates,39,27,Puneri Paltan,2023-01-15,Bengaluru,0.7464375554829842,0.8390164056081244
4,PKL_S4_M016,UP Yoddhas,Telugu Titans,35,33,Telugu Titans,2023-01-16,Delhi,0.7084322495266445,0.7257701058851037
4,PKL_S4_M017,Haryana Steelers,Bengaluru Bulls,43,32,Haryana Steelers,2023-01-17,Kolkata,0.6795753198553406,0.694853877467402
4,PKL_S4_M018,Patna Pirates,U Mumba,38,34,Patna Pirates,2023-01-18,Ahmedabad,0.8390164056081244,0.8538947022370759
4,PKL_S4_M019,Tamil Thalaivas,Bengaluru Bulls,33,41,Bengaluru Bulls,2023-01-19,Jaipur,0.6749121478207731,0.694853877467402
4,PKL_S4_M020,Tamil Thalaivas,Bengaluru Bulls,28,41,Bengaluru Bulls,2023-01-20,Mumbai,0.6749121478207731,0.694853877467402
4,PKL_S4_M021,Jaipur Pink Panthers,Bengaluru Bulls,34,44,Bengaluru Bulls,2023-01-21,Kolkata,0.7240864890863177,0.694853877467402
4,PKL_S4_M022,Gujarat Giants,Tamil Thalaivas,44,34,Gujarat Giants,2023-01-22,Pune,0.6835119898116481,0.6749121478207731
4,PKL_S4_M023,Puneri Paltan,Bengaluru Bulls,34,38,Bengaluru Bulls,2023-01-23,Mumbai,0.7464375554829842,0.694853877467402
4,PKL_S4_M024,Patna Pirates,Jaipur Pink Panthers,42,36,Patna Pirates,2023-01-24,Bengaluru,0.8390164056081244,0.7240864890863177
4,PKL_S4_M025,Tamil Thalaivas,Bengaluru Bulls,31,34,Bengaluru Bulls,2023-01-25,Kolkata,0.6749121478207731,0.694853877467402
4,PKL_S4_M026,Haryana Steelers,UP Yoddhas,26,35,UP Yoddhas,2023-01-26,Pune,0.6795753198553406,0.7084322495266445
4,PKL_S4_M027,Jaipur Pink Panthers,UP Yoddhas,34,26,Jaipur Pink Panthers,2023-01-27,Jaipur,0.7240864890863177,0.7084322495266445
4,PKL_S4_M028,Patna Pirates,Puneri Paltan,33,44,Puneri Paltan,2023-01-28,Hyderabad,0.8390164056081244,0.7464375554829842
4,PKL_S4_M029,Haryana Steelers,Dabang Delhi KC,35,37,Dabang Delhi KC,2023-01-29,Pune,0.6795753198553406,0.7956633716556678
4,PKL_S4_M030,Bengaluru Bulls,Tamil Thalaivas,36,27,Bengaluru Bulls,2023-01-30,Delhi,0.694853877467402,0.6749121478207731
4,PKL_S4_M031,Gujarat Giants,Bengaluru Bulls,33,28,Gujarat Giants,2023-01-31,Hyderabad,0.6835119898116481,0.694853877467402
4,PKL_S4_M032,Bengaluru Bulls,Dabang Delhi KC,43,33,Bengaluru Bulls,2023-02-01,Mumbai,0.694853877467402,0.7956633716556678
4,PKL_S4_M033,Dabang Delhi KC,U Mumba,32,29,Dabang Delhi KC,2023-02-02,Patna,0.7956633716556678,0.8538947022370759
4,PKL_S4_M034,Dabang Delhi KC,Telugu Titans,41,31,Dabang Delhi KC,2023-02-03,Delhi,0.7956633716556678,0.7257701058851037
4,PKL_S4_M035,Puneri Paltan,Bengaluru Bulls,27,40,Bengaluru Bulls,2023-02-04,Bengaluru,0.7464375554829842,0.694853877467402
4,PKL_S4_M036,Dabang Delhi KC,Jaipur Pink Panthers,31,44,Jaipur Pink Panthers,2023-02-05,Hyderabad,0.7956633716556678,0.7240864890863177
4,PKL_S4_M037,U Mumba,Gujarat Giants,32,36,U Mumba,2023-02-06,Patna,0.8538947022370759,0.6835119898116481
4,PKL_S4_M038,Patna Pirates,Puneri Paltan,44,32,Patna Pirates,2023-02-07,Jaipur,0.8390164056081244,0.7464375554829842
4,PKL_S4_M039,Jaipur Pink Panthers,Bengaluru Bulls,34,33,Bengaluru Bulls,2023-02-08,Pune,0.7240864890863177,0.694853877467402
4,PKL_S4_M040,UP Yoddhas,Bengaluru Bulls,37,36,Bengaluru Bulls,2023-02-09,Chennai,0.7084322495266445,0.694853877467402
4,PKL_S4_M041,Patna Pirates,Bengal Warriors,32,25,Patna Pirates,2023-02-10,Jaipur,0.8390164056081244,0.8378556285755873
4,PKL_S4_M042,Haryana Steelers,UP Yoddhas,37,34,UP Yoddhas,2023-02-11,Hyderabad,0.6795753198553406,0.7084322495266445
4,PKL_S4_M043,Jaipur Pink Panthers,U Mumba,39,30,Jaipur Pink Panthers,2023-02-12,Pune,0.7240864890863177,0.8538947022370759
4,PKL_S4_M044,Dabang Delhi KC,Haryana Steelers,30,36,Haryana Steelers,2023-02-13,Chennai,0.7956633716556678,0.6795753198553406
4,PKL_S4_M045,Dabang Delhi KC,Tamil Thalaivas,34,42,Tamil Thalaivas,2023-02-14,Haryana,0.7956633716556678,0.6749121478207731
4,PKL_S4_M046,U Mumba,Tamil Thalaivas,26,41,Tamil Thalaivas,2023-02-15,Pune,0.8538947022370759,0.6749121478207731
4,PKL_S4_M047,Puneri Paltan,Dabang Delhi KC,33,30,Puneri Paltan,2023-02-16,Lucknow,0.7464375554829842,0.7956633716556678
4,PKL_S4_M048,Puneri Paltan,Haryana Steelers,40,29,Puneri Paltan,2023-02-17,Pune,0.7464375554829842,0.6795753198553406
4,PKL_S4_M049,Jaipur Pink Panthers,Gujarat Giants,33,25,Jaipur Pink Panthers,2023-02-18,Kolkata,0.7240864890863177,0.6835119898116481
4,PKL_S4_M050,Tamil Thalaivas,Jaipur Pink Panthers,31,41,Jaipur Pink Panthers,2023-02-19,Chennai,0.6749121478207731,0.7240864890863177
4,PKL_S4_M051,U Mumba,UP Yoddhas,36,39,UP Yoddhas,2023-02-20,Lucknow,0.8538947022370759,0.7084322495266445
4,PKL_S4_M052,Haryana Steelers,Tamil Thalaivas,30,41,Tamil Thalaivas,2023-02-21,Ahmedabad,0.6795753198553406,0.6749121478207731
4,PKL_S4_M053,Jaipur Pink Panthers,Telugu Titans,36,33,Jaipur Pink Panthers,2023-02-22,Delhi,0.7240864890863177,0.7257701058851037
4,PKL_S4_M054,Tamil Thalaivas,U Mumba,29,33,U Mumba,2023-02-23,Lucknow,0.6749121478207731,0.8538947022370759
4,PKL_S4_M055,U Mumba,Tamil Thalaivas,37,35,Tamil Thalaivas,2023-02-24,Ahmedabad,0.8538947022370759,0.6749121478207731
4,PKL_S4_M056,UP Yoddhas,Tamil Thalaivas,36,31,UP Yoddhas,2023-02-25,Patna,0.7084322495266445,0.6749121478207731
4,PKL_S4_M057,Haryana Steelers,UP Yoddhas,32,34,Haryana Steelers,2023-02-26,Bengaluru,0.6795753198553406,0.7084322495266445
4,PKL_S4_M058,Jaipur Pink Panthers,Bengal Warriors,28,36,Bengal Warriors,2023-02-27,Kolkata,0.7240864890863177,0.8378556285755873
4,PKL_S4_M059,U Mumba,Bengal Warriors,34,39,Bengal Warriors,2023-02-28,Hyderabad,0.8538947022370759,0.8378556285755873
4,PKL_S4_M060,Gujarat Giants,Puneri Paltan,37,35,Puneri Paltan,2023-03-01,Delhi,0.6835119898116481,0.7464375554829842
4,PKL_S4_M061,Haryana Steelers,UP Yoddhas,32,33,UP Yoddhas,2023-03-02,Delhi,0.6795753198553406,0.7084322495266445
4,PKL_S4_M062,Tamil Thalaivas,Bengaluru Bulls,43,26,Tamil Thalaivas,2023-03-03,Pune,0.6749121478207731,0.694853877467402
4,PKL_S4_M063,Haryana Steelers,Tamil Thalaivas,35,30,Haryana Steelers,2023-03-04,Hyderabad,0.6795753198553406,0.6749121478207731
4,PKL_S4_M064,UP Yoddhas,Gujarat Giants,35,36,Gujarat Giants,2023-03-05,Bengaluru,0.7084322495266445,0.6835119898116481
4,PKL_S4_M065,Bengal Warriors,Tamil Thalaivas,36,32,Bengal Warriors,2023-03-06,Hyderabad,0.8378556285755873,0.6749121478207731
4,PKL_S4_M066,Patna Pirates,Dabang Delhi KC,40,34,Patna Pirates,2023-03-07,Pune,0.8390164056081244,0.7956633716556678
4,PKL_S4_M067,Haryana Steelers,Bengal Warriors,41,29,Haryana Steelers,2023-03-08,Lucknow,0.6795753198553406,0.8378556285755873
4,PKL_S4_M068,Puneri Paltan,Telugu Titans,34,35,Puneri Paltan,2023-03-09,Hyderabad,0.7464375554829842,0.7257701058851037
4,PKL_S4_M069,Telugu Titans,Patna Pirates,35,37,Telugu Titans,2023-03-10,Chennai,0.7257701058851037,0.8390164056081244
4,PKL_S4_M070,Patna Pirates,Puneri Paltan,40,25,Patna Pirates,2023-03-11,Jaipur,0.8390164056081244,0.7464375554829842
4,PKL_S4_M071,Patna Pirates,Puneri Paltan,34,26,Patna Pirates,2023-03-12,Lucknow,0.8390164056081244,0.7464375554829842
4,PKL_S4_M072,Dabang Delhi KC,Jaipur Pink Panthers,33,32,Dabang Delhi KC,2023-03-13,Jaipur,0.7956633716556678,0.7240864890863177
4,PKL_S4_M073,Haryana Steelers,Puneri Paltan,39,31,Haryana Steelers,2023-03-14,Mumbai,0.6795753198553406,0.7464375554829842
4,PKL_S4_M074,Jaipur Pink Panthers,Tamil Thalaivas,33,32,Jaipur Pink Panthers,2023-03-15,Mumbai,0.7240864890863177,0.6749121478207731
4,PKL_S4_M075,Gujarat Giants,Tamil Thalaivas,32,40,Tamil Thalaivas,2023-03-16,Delhi,0.6835119898116481,0.6749121478207731
4,PKL_S4_M076,Patna Pirates,Puneri Paltan,33,29,Patna Pirates,2023-03-17,Delhi,0.8390164056081244,0.7464375554829842
4,PKL_S4_M077,Tamil Thalaivas,Jaipur Pink Panthers,34,41,Jaipur Pink Panthers,2023-03-18,Lucknow,0.6749121478207731,0.7240864890863177
4,PKL_S4_M078,Patna Pirates,Telugu Titans,38,32,Patna Pirates,2023-03-19,Jaipur,0.8390164056081244,0.7257701058851037
4,PKL_S4_M079,Puneri Paltan,Telugu Titans,32,38,Telugu Titans,2023-03-20,Mumbai,0.7464375554829842,0.7257701058851037
4,PKL_S4_M080,Gujarat Giants,Telugu Titans,29,44,Telugu Titans,2023-03-21,Bengaluru,0.6835119898116481,0.7257701058851037
4,PKL_S4_M081,Bengal Warriors,UP Yoddhas,43,34,Bengal Warriors,2023-03-22,Lucknow,0.8378556285755873,0.7084322495266445
4,PKL_S4_M082,Bengal Warriors,Bengaluru Bulls,37,38,Bengaluru Bulls,2023-03-23,Mumbai,0.8378556285755873,0.694853877467402
4,PKL_S4_M083,U Mumba,Bengal Warriors,40,30,U Mumba,2023-03-24,Kolkata,0.8538947022370759,0.8378556285755873
4,PKL_S4_M084,Patna Pirates,UP Yoddhas,38,36,Patna Pirates,2023-03-25,Jaipur,0.8390164056081244,0.7084322495266445
4,PKL_S4_M085,Puneri Paltan,Tamil Thalaivas,40,28,Puneri Paltan,2023-03-26,Ahmedabad,0.7464375554829842,0.6749121478207731
4,PKL_S4_M086,UP Yoddhas,Puneri Paltan,34,34,UP Yoddhas,2023-03-27,Patna,0.7084322495266445,0.7464375554829842
4,PKL_S4_M087,Bengal Warriors,Haryana Steelers,33,25,Bengal Warriors,2023-03-28,Chennai,0.8378556285755873,0.6795753198553406
4,PKL_S4_M088,Jaipur Pink Panthers,Haryana Steelers,37,42,Haryana Steelers,2023-03-29,Lucknow,0.7240864890863177,0.6795753198553406
4,PKL_S4_M089,Haryana Steelers,Bengaluru Bulls,36,32,Haryana Steelers,2023-03-30,Delhi,0.6795753198553406,0.694853877467402
4,PKL_S4_M090,Bengal Warriors,Gujarat Giants,27,44,Gujarat Giants,2023-03-31,Mumbai,0.8378556285755873,0.6835119898116481
4,PKL_S4_M091,Tamil Thalaivas,UP Yoddhas,33,26,Tamil Thalaivas,2023-04-01,Bengaluru,0.6749121478207731,0.7084322495266445
4,PKL_S4_M092,Patna Pirates,U Mumba,27,36,U Mumba,2023-04-02,Patna,0.8390164056081244,0.8538947022370759
4,PKL_S4_M093,Bengal Warriors,U Mumba,35,37,Bengal Warriors,2023-04-03,Bengaluru,0.8378556285755873,0.8538947022370759
4,PKL_S4_M094,Gujarat Giants,Dabang Delhi KC,36,41,Dabang Delhi KC,2023-04-04,Delhi,0.6835119898116481,0.7956633716556678
4,PKL_S4_M095,UP Yoddhas,Dabang Delhi KC,37,33,UP Yoddhas,2023-04-05,Chennai,0.7084322495266445,0.7956633716556678
4,PKL_S4_M096,Jaipur Pink Panthers,Dabang Delhi KC,27,41,Dabang Delhi KC,2023-04-06,Delhi,0.7240864890863177,0.7956633716556678
4,PKL_S4_M097,Jaipur Pink Panthers,Bengal Warriors,31,37,Bengal Warriors,2023-04-07,Bengaluru,0.7240864890863177,0.8378556285755873
4,PKL_S4_M098,Gujarat Giants,Tamil Thalaivas,34,41,Tamil Thalaivas,2023-04-08,Pune,0.6835119898116481,0.6749121478207731
4,PKL_S4_M099,Tamil Thalaivas,Haryana Steelers,30,42,Haryana Steelers,2023-04-09,Pune,0.6749121478207731,0.6795753198553406
4,PKL_S4_M100,Tamil Thalaivas,U Mumba,33,35,U Mumba,2023-04-10,Chennai,0.6749121478207731,0.8538947022370759
4,PKL_S4_M101,Tamil Thalaivas,Dabang Delhi KC,31,32,Dabang Delhi KC,2023-04-11,Jaipur,0.6749121478207731,0.7956633716556678
4,PKL_S4_M102,Bengal Warriors,Dabang Delhi KC,34,42,Dabang Delhi KC,2023-04-12,Delhi,0.8378556285755873,0.7956633716556678
4,PKL_S4_M103,Haryana Steelers,Patna Pirates,36,39,Patna Pirates,2023-04-13,Delhi,0.6795753198553406,0.8390164056081244
4,PKL_S4_M104,Puneri Paltan,Dabang Delhi KC,34,27,Puneri Paltan,2023-04-14,Ahmedabad,0.7464375554829842,0.7956633716556678
4,PKL_S4_M105,Gujarat Giants,Bengaluru Bulls,35,37,Gujarat Giants,2023-04-15,Hyderabad,0.6835119898116481,0.694853877467402
4,PKL_S4_M106,U Mumba,Haryana Steelers,43,36,U Mumba,2023-04-16,Mumbai,0.8538947022370759,0.6795753198553406
4,PKL_S4_M107,Haryana Steelers,Dabang Delhi KC,38,26,Haryana Steelers,2023-04-17,Patna,0.6795753198553406,0.7956633716556678
4,PKL_S4_M108,Puneri Paltan,Gujarat Giants,30,41,Gujarat Giants,2023-04-18,Kolkata,0.7464375554829842,0.6835119898116481
4,PKL_S4_M109,Tamil Thalaivas,Puneri Paltan,34,40,Puneri Paltan,2023-04-19,Hyderabad,0.6749121478207731,0.7464375554829842
4,PKL_S4_M110,Bengal Warriors,Telugu Titans,27,39,Telugu Titans,2023-04-20,Jaipur,0.8378556285755873,0.7257701058851037
4,PKL_S4_M111,Telugu Titans,Bengaluru Bulls,32,33,Telugu Titans,2023-04-21,Jaipur,0.7257701058851037,0.694853877467402
4,PKL_S4_M112,Haryana Steelers,Patna Pirates,27,43,Patna Pirates,2023-04-22,Patna,0.6795753198553406,0.8390164056081244
4,PKL_S4_M113,Bengal Warriors,U Mumba,34,32,U Mumba,2023-04-23,Haryana,0.8378556285755873,0.8538947022370759
4,PKL_S4_M114,Jaipur Pink Panthers,Patna Pirates,28,33,Patna Pirates,2023-04-24,Jaipur,0.7240864890863177,0.8390164056081244
4,PKL_S4_M115,Haryana Steelers,UP Yoddhas,31,32,UP Yoddhas,2023-04-25,Ahmedabad,0.6795753198553406,0.7084322495266445
4,PKL_S4_M116,Haryana Steelers,Dabang Delhi KC,29,32,Dabang Delhi KC,2023-04-26,Delhi,0.6795753198553406,0.7956633716556678
4,PKL_S4_M117,U Mumba,UP Yoddhas,42,36,U Mumba,2023-04-27,Lucknow,0.8538947022370759,0.7084322495266445
4,PKL_S4_M118,Bengaluru Bulls,Dabang Delhi KC,36,31,Bengaluru Bulls,2023-04-28,Ahmedabad,0.694853877467402,0.7956633716556678
4,PKL_S4_M119,Gujarat Giants,Dabang Delhi KC,36,35,Gujarat Giants,2023-04-29,Pune,0.6835119898116481,0.7956633716556678
4,PKL_S4_M120,Puneri Paltan,UP Yoddhas,35,27,Puneri Paltan,2023-04-30,Lucknow,0.7464375554829842,0.7084322495266445
4,PKL_S4_M121,UP Yoddhas,Bengaluru Bulls,35,35,Bengaluru Bulls,2023-05-01,Hyderabad,0.7084322495266445,0.694853877467402
4,PKL_S4_M122,Tamil Thalaivas,UP Yoddhas,34,26,Tamil Thalaivas,2023-05-02,Chennai,0.6749121478207731,0.7084322495266445
4,PKL_S4_M123,Patna Pirates,Tamil Thalaivas,36,25,Patna Pirates,2023-05-03,Haryana,0.8390164056081244,0.6749121478207731
4,PKL_S4_M124,Jaipur Pink Panthers,Dabang Delhi KC,36,35,Jaipur Pink Panthers,2023-05-04,Haryana,0.7240864890863177,0.7956633716556678
4,PKL_S4_M125,Gujarat Giants,Tamil Thalaivas,34,42,Tamil Thalaivas,2023-05-05,Patna,0.6835119898116481,0.6749121478207731
4,PKL_S4_M126,Bengaluru Bulls,Bengal Warriors,28,39,Bengal Warriors,2023-05-06,Bengaluru,0.694853877467402,0.8378556285755873
4,PKL_S4_M127,Jaipur Pink Panthers,U Mumba,37,29,Jaipur Pink Panthers,2023-05-07,Chennai,0.7240864890863177,0.8538947022370759
4,PKL_S4_M128,U Mumba,Patna Pirates,40,33,U Mumba,2023-05-08,Bengaluru,0.8538947022370759,0.8390164056081244
4,PKL_S4_M129,Bengal Warriors,UP Yoddhas,34,35,UP Yoddhas,2023-05-09,Bengaluru,0.8378556285755873,0.7084322495266445
4,PKL_S4_M130,Jaipur Pink Panthers,UP Yoddhas,37,37,Jaipur Pink Panthers,2023-05-10,Lucknow,0.7240864890863177,0.7084322495266445
4,PKL_S4_M131,Patna Pirates,Jaipur Pink Panthers,28,38,Jaipur Pink Panthers,2023-05-11,Haryana,0.8390164056081244,0.7240864890863177
4,PKL_S4_M132,Telugu Titans,Bengal Warriors,38,35,Telugu Titans,2023-05-12,Ahmedabad,0.7257701058851037,0.8378556285755873
5,PKL_S5_M001,Bengaluru Bulls,Gujarat Giants,40,26,Bengaluru Bulls,2023-01-01,Kolkata,0.7882517381962731,0.726901132943757
5,PKL_S5_M002,Tamil Thalaivas,Puneri Paltan,33,41,Puneri Paltan,2023-01-02,Mumbai,0.695791745740941,0.6586760557637223
5,PKL_S5_M003,Puneri Paltan,Haryana Steelers,31,35,Haryana Steelers,2023-01-03,Mumbai,0.6586760557637223,0.6979116988386993
5,PKL_S5_M004,Tamil Thalaivas,Bengaluru Bulls,38,33,Tamil Thalaivas,2023-01-04,Hyderabad,0.695791745740941,0.7882517381962731
5,PKL_S5_M005,Bengal Warriors,Gujarat Giants,35,28,Bengal Warriors,2023-01-05,Chennai,0.7788755315609969,0.726901132943757
5,PKL_S5_M006,Telugu Titans,Patna Pirates,41,29,Telugu Titans,2023-01-06,Pune,0.7418508036468231,0.8076991491772146
5,PKL_S5_M007,Tamil Thalaivas,Telugu Titans,34,28,Tamil Thalaivas,2023-01-07,Pune,0.695791745740941,0.7418508036468231
5,PKL_S5_M008,Tamil Thalaivas,Puneri Paltan,36,25,Tamil Thalaivas,2023-01-08,Pune,0.695791745740941,0.6586760557637223
5,PKL_S5_M009,U Mumba,Tamil Thalaivas,33,44,Tamil Thalaivas,2023-01-09,Chennai,0.8343363511519637,0.695791745740941
5,PKL_S5_M010,U Mumba,Patna Pirates,35,34,Patna Pirates,2023-01-10,Delhi,0.8343363511519637,0.8076991491772146
5,PKL_S5_M011,Patna Pirates,Jaipur Pink Panthers,37,35,Jaipur Pink Panthers,2023-01-11,Ahmedabad,0.8076991491772146,0.8002493440351316
5,PKL_S5_M012,U Mumba,Gujarat Giants,32,27,U Mumba,2023-01-12,Ahmedabad,0.8343363511519637,0.726901132943757
5,PKL_S5_M013,Bengaluru Bulls,Telugu Titans,44,31,Bengaluru Bulls,2023-01-13,Chennai,0.7882517381962731,0.7418508036468231
5,PKL_S5_M014,Tamil Thalaivas,Gujarat Giants,44,29,Tamil Thalaivas,2023-01-14,Mumbai,0.695791745740941,0.726901132943757
5,PKL_S5_M015,Gujarat Giants,Jaipur Pink Panthers,27,44,Jaipur Pink Panthers,2023-01-15,Hyderabad,0.726901132943757,0.8002493440351316
5,PKL_S5_M016,Telugu Titans,Bengaluru Bulls,33,35,Telugu Titans,2023-01-16,Haryana,0.7418508036468231,0.7882517381962731
5,PKL_S5_M017,Puneri Paltan,U Mumba,44,36,Puneri Paltan,2023-01-17,Mumbai,0.6586760557637223,0.8343363511519637
5,PKL_S5_M018,Bengaluru Bulls,Telugu Titans,35,39,Telugu Titans,2023-01-18,Jaipur,0.7882517381962731,0.7418508036468231
5,PKL_S5_M019,Puneri Paltan,Tamil Thalaivas,38,31,Puneri Paltan,2023-01-19,Kolkata,0.6586760557637223,0.695791745740941
5,PKL_S5_M020,Jaipur Pink Panthers,Telugu Titans,31,32,Telugu Titans,2023-01-20,Haryana,0.8002493440351316,0.7418508036468231
5,PKL_S5_M021,Jaipur Pink Panthers,U Mumba,37,26,Jaipur Pink Panthers,2023-01-21,Hyderabad,0.8002493440351316,0.8343363511519637
5,PKL_S5_M022,UP Yoddhas,Haryana Steelers,30,37,Haryana Steelers,2023-01-22,Lucknow,0.5630044390698379,0.6979116988386993
5,PKL_S5_M023,Haryana Steelers,Bengaluru Bulls,38,35,Haryana Steelers,2023-01-23,Ahmedabad,0.6979116988386993,0.7882517381962731
5,PKL_S5_M024,Patna Pirates,Bengaluru Bulls,39,35,Patna Pirates,2023-01-24,Kolkata,0.8076991491772146,0.7882517381962731
5,PKL_S5_M025,Bengaluru Bulls,Puneri Paltan,35,29,Bengaluru Bulls,2023-01-25,Patna,0.7882517381962731,0.6586760557637223
5,PKL_S5_M026,Jaipur Pink Panthers,UP Yoddhas,34,30,Jaipur Pink Panthers,2023-01-26,Lucknow,0.8002493440351316,0.5630044390698379
5,PKL_S5_M027,Jaipur Pink Panthers,Bengaluru Bulls,34,34,Jaipur Pink Panthers,2023-01-27,Jaipur,0.8002493440351316,0.7882517381962731
5,PKL_S5_M028,Jaipur Pink Panthers,Dabang Delhi KC,42,34,Jaipur Pink Panthers,2023-01-28,Ahmedabad,0.8002493440351316,0.8687285598476744
5,PKL_S5_M029,UP Yoddhas,Dabang Delhi KC,36,33,Dabang Delhi KC,2023-01-29,Kolkata,0.5630044390698379,0.8687285598476744
